selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-091617, 532851.20023300, -1073986.51142576, 1257450.32970920, 1.56, 1.22, 1.51
04-1-091619, 528307.82576627, -1066511.70971495, 1265702.32451197, 2.17, 2.00, 0.65
04-1-091623, 524136.86014499, -1061163.05440989, 1271916.77549784, 1.58, 1.48, 2.20
04-1-091624, 531670.06302630, -1060148.78914936, 1269633.90351186, 1.52, 1.32, 1.31
04-1-091625, 527057.17555629, -1055682.37905129, 1275266.32836252, 2.29, 2.16, 1.08
04-1-091626, 526175.63890719, -1057285.24174896, 1274302.11276622, 1.27, 1.03, 1.23
04-1-091627, 528091.02547403, -1058076.59461240, 1272852.13153265, 1.26, 0.96, 1.84
04-1-091628, 529605.03484875, -1058658.06407000, 1271739.11257081, 1.07, 0.95, 1.89
04-1-091637, 518552.37785523, -1073155.06929850, 1264120.40117214, 1.13, 0.87, 1.50
04-1-091640, 521223.00486328, -1076666.56708656, 1260029.54033599, 1.26, 1.06, 1.23
04-1-091643, 519351.89787535, -1082031.81070521, 1256200.43257248, 1.05, 0.97, 0.94
04-1-091644, 520646.89906944, -1082985.03105899, 1254842.21677131, 1.68, 1.44, 1.34
04-1-091648, 506743.29453020, -1065183.03402508, 1275599.89709697, 1.26, 1.17, 1.79
04-1-091651, 515488.48067532, -1071680.28838426, 1266622.17957040, 1.32, 1.24, 0.81
04-1-091661, 516572.49988466, -1077204.85623895, 1261483.77320445, 3.24, 3.21, 1.16
04-1-091663, 510192.22035468, -1071516.64236235, 1268902.96848501, 1.82, 1.70, 0.74
04-1-091666, 501572.58295909, -1061996.35474054, 1280291.93801319, 1.20, 1.10, 1.63
04-1-091667, 504421.09167570, -1065185.73441653, 1276517.71373068, 1.24, 1.10, 1.87
04-1-091668, 499639.65623383, -1067198.24695888, 1276717.22617283, 1.05, 1.02, 1.97
04-1-091671, 486006.00754316, -1076534.27790205, 1274139.26598856, 1.69, 1.47, 1.38
04-1-091672, 505636.82859407, -1067223.25941939, 1274333.03030392, 2.68, 2.53, 1.84
04-1-091679, 504490.25918776, -1087427.53370305, 1257596.79441750, 1.17, 1.10, 2.26
04-1-091681, 501077.50218356, -1087969.76122832, 1258491.91314774, 1.09, 0.96, 1.75
04-1-091686, 487848.22310024, -1094285.53106033, 1258213.83227572, 1.12, 1.07, 1.68
04-1-091688, 474857.71597302, -1091316.58275569, 1265739.71486373, 1.18, 1.11, 1.70
04-1-091689, 477634.97506723, -1102060.19018131, 1255343.35056592, 1.12, 1.07, 0.81
04-1-091693, 460776.57815751, -1091661.28537296, 1270637.37668908, 1.31, 1.15, 1.84
04-1-091695, 454644.17597429, -1088408.95630981, 1275626.66053875, 1.48, 1.35, 1.83
04-1-091696, 457454.44876128, -1110197.65583004, 1255689.19414718, 1.30, 1.15, 1.55
04-1-091697, 451611.92148106, -1112241.73390609, 1255995.12647691, 1.54, 1.41, 1.44
04-1-091699, 447699.81943408, -1095797.30428646, 1271751.50858854, 1.11, 1.05, 2.19
04-1-091701, 431745.04714449, -1100778.56521278, 1272965.64157651, 1.12, 1.11, 0.40
04-1-091702, 432194.56544200, -1116633.44733201, 1258926.67058166, 1.24, 1.19, 2.03
04-1-091708, 404938.33433736, -1108884.20873192, 1274738.99956386, 1.12, 0.93, 1.50
04-1-091711, 403553.92797362, -1117791.32024427, 1267377.43060370, 2.19, 1.97, 1.59
04-1-091712, 399217.57690764, -1120823.68368624, 1266072.01863717, 1.18, 1.07, 2.04
04-1-091714, 400657.07034326, -1122509.25343908, 1264122.48137892, 1.10, 0.95, 1.35
04-1-091716, 388720.91042729, -1128223.80536519, 1262761.20418861, 1.18, 1.15, 1.68
04-1-091719, 386614.61589472, -1130367.55392468, 1261490.02842310, 1.44, 1.11, 1.83
04-1-091720, 386736.60420355, -1131498.08949120, 1260438.66667397, 1.11, 1.03, 1.60
04-1-091726, 345186.45773565, -1130394.58641136, 1273425.75300164, 1.24, 1.12, 1.54
04-1-091727, 341162.20005615, -1138235.40051842, 1267512.24304128, 1.91, 1.75, 2.18
04-1-091731, 335381.47475664, -1138281.46100881, 1269012.74300683, 1.09, 0.99, 1.71
04-1-091732, 335127.70307660, -1149024.54027203, 1259361.26210204, 1.78, 1.66, 1.90
04-1-091735, 331724.45931827, -1152607.73250111, 1256985.70320774, 1.22, 1.08, 1.27
04-1-091744, 307988.41577772, -1142724.49107524, 1271960.15395277, 1.02, 0.99, 1.59
04-1-092349, 302468.17937297, -1114420.86769697, 1298128.61077335, 1.27, 1.15, 1.35
04-1-092352, 331201.68430589, -1106337.52036355, 1298029.85148600, 1.21, 1.07, 1.70
04-1-092353, 335923.05275315, -1119760.85174676, 1285243.20559354, 1.10, 1.01, 1.55
04-1-092355, 334099.80552480, -1126818.66901382, 1279537.32540720, 1.83, 1.60, 1.50
04-1-092363, 361178.19967300, -1118229.22855021, 1279715.77332507, 1.36, 1.33, 2.67
04-1-092364, 362509.40781813, -1120545.04266319, 1277311.43289579, 1.07, 0.97, 1.61
04-1-092366, 370161.35696237, -1102011.42553289, 1291166.19681849, 1.20, 1.16, 3.05
04-1-092368, 372061.82700592, -1093737.82317498, 1297638.75213461, 1.12, 0.92, 1.71
04-1-092369, 377723.49059138, -1094567.78311873, 1295301.15911861, 1.50, 1.26, 1.17
04-1-092377, 393380.59682741, -1109887.44285656, 1277482.02736048, 3.20, 3.01, 1.76
04-1-092380, 396457.24710330, -1099877.09228741, 1285165.66756223, 1.21, 0.95, 1.61
04-1-092383, 382346.51033443, -1092115.76023043, 1296014.30250264, 1.89, 1.23, 1.32
04-1-092384, 392391.83550939, -1086458.19101506, 1297765.77493855, 1.40, 1.20, 1.67
04-1-092385, 391922.86657908, -1088607.64041605, 1296105.17778467, 1.36, 1.06, 1.58
04-1-092386, 398183.70176484, -1087147.31501646, 1295422.40798180, 1.65, 1.49, 1.36
04-1-092388, 398491.99446407, -1091349.76477297, 1291788.90739859, 1.25, 1.18, 1.33
04-1-092389, 409766.81654444, -1087342.53096091, 1291640.86975543, 1.29, 1.08, 1.58
04-1-092390, 390907.41329265, -1094168.38635772, 1291721.98886919, 4.08, 3.89, 1.45
04-1-092394, 418850.47350459, -1097090.77994576, 1280435.41867717, 1.19, 0.98, 1.50
04-1-092397, 423584.29970289, -1098143.81465750, 1277973.10745363, 2.33, 2.06, 0.26
04-1-092405, 452839.05914946, -1084140.74516268, 1279896.24235199, 1.09, 0.93, 1.83
04-1-092409, 451302.07323979, -1067757.70995213, 1294132.40108083, 1.05, 1.00, 2.06
04-1-092416, 475871.58066401, -1075841.70817869, 1278541.98900916, 1.18, 1.03, 1.23
04-1-092418, 482827.10240488, -1069741.71695970, 1281050.11930815, 1.30, 1.14, 1.38
04-1-092420, 471606.74183982, -1067710.66639997, 1286910.94249251, 1.41, 1.23, 1.65
04-1-092422, 469459.08121308, -1068494.78149678, 1287045.38885803, 1.45, 1.19, 1.37
04-1-092425, 465679.88743830, -1060697.49213395, 1294844.32756073, 1.32, 1.16, 1.72
04-1-092429, 476765.34870396, -1056606.49636815, 1294154.65617824, 1.17, 0.98, 2.00
04-1-092430, 477918.63750280, -1063069.81434433, 1288423.49627651, 1.22, 1.08, 1.69
04-1-092432, 479804.04858204, -1061758.68329812, 1288803.83821795, 1.15, 1.01, 2.13
04-1-092435, 491461.73572591, -1062111.06777216, 1284112.22330182, 1.48, 1.30, 1.88
04-1-092436, 491635.72449150, -1058751.38620701, 1286817.22735144, 1.09, 1.01, 2.30
04-1-092438, 492690.89214434, -1052069.21700885, 1291884.20820924, 1.51, 1.07, 1.59
04-1-092442, 485768.03392087, -1052793.93579548, 1293913.87115716, 2.32, 2.02, 2.03
04-1-092443, 485097.15960504, -1055453.13875392, 1291997.74676182, 2.04, 1.64, 1.30
04-1-092444, 481841.18193262, -1059508.36925320, 1289895.28678735, 1.40, 1.33, 1.12
04-1-092445, 481254.05536305, -1055820.30424398, 1293134.47844483, 1.37, 1.25, 1.48
04-1-092457, 516067.54013791, -1055849.33119249, 1279615.27180492, 1.99, 1.79, 1.31
04-1-092461, 529565.29133690, -1047407.00950327, 1281037.82873680, 1.14, 1.07, 2.39
04-1-092467, 525773.24389464, -1049990.67880662, 1280484.60764810, 1.26, 1.00, 1.40
04-1-092468, 525296.51324621, -1048033.28776245, 1282282.55892108, 1.28, 1.18, 2.33
04-1-092471, 528492.83773536, -1042618.13903624, 1285379.90361412, 1.14, 1.01, 2.08
04-1-092472, 533392.45602327, -1040011.64924737, 1285467.62591954, 1.09, 1.01, 2.32
04-1-092475, 536155.58340639, -1034216.43342237, 1288988.87474689, 3.21, 3.06, 0.93
04-1-092476, 528608.71531634, -1025785.40615411, 1298805.56151136, 1.73, 1.68, 1.51
04-1-092479, 518669.83974452, -1031843.36158526, 1298013.72661918, 1.36, 1.14, 1.50
04-1-092485, 518436.30431118, -1021540.24611802, 1306230.48652728, 1.13, 0.90, 1.97
04-1-092486, 516607.75036333, -1020142.19797818, 1308046.28670731, 1.25, 1.15, 1.98
04-1-092487, 516021.09495392, -1018895.48827270, 1309249.01128094, 1.36, 1.11, 1.80
04-1-092490, 503804.51661080, -1021344.85596527, 1312095.44402678, 1.25, 0.99, 1.75
04-1-092497, 498328.47625551, -1021815.31458836, 1313819.22372355, 1.19, 1.11, 1.82
04-1-092498, 497009.37636395, -1021825.11504690, 1314311.17855161, 1.24, 1.18, 2.99
04-1-092501, 499165.36426165, -1024847.62364674, 1311136.92932018, 1.05, 0.97, 1.70
04-1-092505, 501335.13050262, -1024936.59770675, 1310239.22151843, 1.71, 1.52, 1.44
04-1-092511, 494094.91754163, -1031163.27219959, 1308102.16670036, 1.09, 1.04, 2.01
04-1-092513, 496468.54724278, -1032969.22241855, 1305776.52266177, 1.18, 1.03, 1.46
04-1-092517, 501420.55423672, -1026518.00089506, 1308967.90702727, 1.16, 0.91, 1.60
04-1-092520, 502397.74058059, -1028700.61480540, 1306878.07976051, 1.50, 1.32, 1.34
04-1-092521, 502031.04158962, -1030594.13371702, 1305526.45504735, 1.29, 1.14, 1.29
04-1-092522, 503876.53331833, -1029403.87348481, 1305754.51920549, 1.20, 1.03, 1.47
04-1-092525, 503411.57066383, -1032466.80509452, 1303513.65428203, 1.38, 1.23, 1.58
04-1-092528, 505830.81748668, -1036326.34916185, 1299508.23087568, 1.23, 0.96, 1.53
04-1-092531, 504491.99928203, -1026800.78657030, 1307565.19048154, 1.51, 1.36, 2.05
04-1-092532, 511716.44436259, -1034606.60243806, 1298573.91732642, 1.24, 1.00, 1.40
04-1-092537, 510559.34342338, -1039791.61497854, 1294882.74151114, 1.10, 1.00, 1.75
04-1-092544, 512363.65355914, -1039931.40682890, 1294057.53952535, 1.11, 0.91, 1.71
04-1-092553, 546110.00204787, -1034257.88523962, 1284769.72741536, 1.31, 1.00, 1.71
04-1-092555, 546466.46869409, -1043474.60662860, 1277142.86746405, 1.15, 1.00, 2.07
04-1-092556, 552772.26330106, -1022885.56729926, 1291009.95392596, 1.53, 1.40, 1.84
04-1-092560, 548873.83775833, -1015841.22030531, 1298215.26926510, 1.28, 0.83, 1.51
04-1-092569, 572902.65689323, -1006240.77964502, 1295307.22189914, 1.20, 1.06, 1.74
04-1-092571, 570603.73177829, -1006488.29810426, 1296129.40984297, 1.52, 1.44, 1.53
04-1-092572, 566474.04497752, -1007507.45406993, 1297148.66008501, 1.60, 1.40, 1.46
04-1-092575, 595811.78687677, -1004020.17857468, 1286666.45080750, 1.55, 1.38, 1.37
04-1-092576, 596651.00411725, -1002959.84591366, 1287104.45837575, 1.17, 1.04, 1.46
04-1-092577, 596145.48927392, -1001115.68148729, 1288773.33456997, 1.26, 1.01, 1.58
04-1-092578, 595777.04712745, -999108.09182205, 1290500.48081037, 1.27, 1.23, 1.78
04-1-092580, 594198.42516105, -1001341.27594999, 1289497.04947897, 1.05, 1.00, 1.35
04-1-092581, 597352.92334311, -992670.33283685, 1294733.12125666, 1.22, 1.13, 1.65
04-1-092582, 589245.03927127, -997908.59184737, 1294421.68013804, 2.05, 1.86, 2.67
04-1-092588, 588407.58044869, -994546.67632272, 1297386.67631742, 1.31, 1.00, 1.47
04-1-092590, 587180.61248510, -993303.38060518, 1298894.17675188, 1.31, 1.03, 1.73
04-1-092591, 586535.42910983, -992014.32671934, 1300170.19116058, 1.27, 1.16, 1.77
04-1-092595, 584136.00594350, -993568.60303916, 1300063.58214327, 1.76, 1.55, 1.09
04-1-092606, 590104.28554321, -982836.56444043, 1305514.45023886, 1.12, 0.90, 1.81
04-1-092607, 583606.36245038, -985018.70677293, 1306790.15951867, 1.19, 0.97, 2.18
04-1-092610, 580582.60398639, -986854.24950018, 1306752.19157720, 1.72, 1.49, 1.82
04-1-092615, 579167.24290658, -986219.94127772, 1307858.66674124, 1.14, 0.95, 1.57
04-1-092622, 575197.26496105, -984411.02965267, 1310969.79030011, 1.17, 0.97, 1.61
04-1-092628, 578842.72909219, -984643.82967195, 1309189.20850504, 1.30, 1.16, 1.59
04-1-092632, 580196.13732993, -978561.73392567, 1313144.36949020, 1.41, 1.23, 1.50
04-1-092637, 572745.52706407, -981669.84618620, 1314094.98679390, 1.77, 1.51, 1.31
04-1-092644, 574342.90759005, -973680.17718824, 1319331.60996456, 2.23, 2.10, 1.96
04-1-092645, 571654.39479378, -973543.61499750, 1320599.42549229, 1.24, 1.08, 1.46
04-1-092646, 578509.84288811, -973392.59182661, 1317722.27114011, 1.26, 0.90, 1.71
04-1-092647, 577356.23157356, -970371.48782824, 1320453.60292333, 1.36, 1.01, 1.54
04-1-092648, 579017.50938228, -968081.15581002, 1321406.96214084, 1.40, 0.98, 1.62
04-1-092649, 575328.47748544, -970004.55730256, 1321607.75641131, 1.54, 1.24, 1.48
04-1-092650, 574274.97035875, -969963.78668485, 1322095.78735410, 1.11, 0.93, 1.61
04-1-092651, 573389.51374027, -972800.92738820, 1320394.47939067, 1.32, 1.10, 1.51
04-1-092660, 560175.40755111, -971348.20815250, 1327119.03433485, 1.63, 1.19, 1.16
04-1-092661, 572671.18214545, -969724.16894050, 1322966.93583505, 1.17, 0.94, 1.32
04-1-092664, 570806.32982692, -963491.32846926, 1328315.98416720, 1.87, 1.47, 1.44
04-1-092679, 558348.49769030, -967477.88499201, 1330711.18473483, 1.49, 1.00, 1.76
04-1-092682, 605502.64162065, -990494.77395518, 1292611.85734848, 1.11, 0.94, 1.75
04-1-092683, 609512.52745663, -990516.04004641, 1290709.57743569, 1.40, 1.19, 1.70
04-1-092684, 610393.53448619, -991908.97341334, 1289222.66560884, 1.22, 0.97, 1.59
04-1-092688, 616680.34868147, -982348.90668063, 1293543.47939815, 1.24, 1.02, 2.33
04-1-092689, 616023.18843613, -988759.20751117, 1288964.47618655, 2.73, 2.67, 1.76
04-1-092692, 624204.69244786, -992256.90016474, 1282323.47947058, 1.58, 1.51, 2.23
04-1-092693, 625236.04465108, -996093.63161078, 1278841.71246231, 1.12, 1.00, 1.78
04-1-092695, 639474.04839678, -988249.44422668, 1277886.82496248, 1.57, 1.38, 1.86
04-1-092702, 624331.02431443, -970445.14464835, 1298847.85610438, 1.07, 1.01, 1.84
04-1-092705, 619330.96017705, -977077.54435428, 1296266.71410046, 1.30, 1.02, 1.57
04-1-092714, 657066.74836884, -958688.25749819, 1291409.64574494, 1.81, 1.59, 1.33
04-1-092716, 666998.85763057, -968351.65208769, 1279049.00680879, 1.24, 0.91, 1.59
04-1-092720, 667989.48706748, -942807.20318968, 1297483.48073529, 1.39, 1.20, 1.82
04-1-092721, 675126.99054070, -944399.65183250, 1292621.98815512, 1.74, 1.40, 1.85
04-1-092728, 695175.80639982, -949941.64701025, 1277849.84464991, 2.96, 2.74, 1.53
04-1-092730, 688986.77273787, -938937.52038139, 1289283.64598807, 1.27, 1.08, 1.38
04-1-092734, 693913.93692664, -925551.63486582, 1296301.03731200, 1.09, 1.00, 1.46
04-1-092743, 706774.36520196, -926901.11156102, 1288364.50047349, 1.20, 1.13, 1.87
04-1-092745, 698744.57846933, -924241.18999455, 1294640.10318590, 1.14, 0.95, 1.58
04-1-092751, 715516.31897535, -908508.37621927, 1296613.93160007, 1.18, 1.08, 1.78
04-1-092752, 716694.52362913, -908144.23577848, 1296218.25585907, 1.17, 0.98, 1.52
04-1-092758, 708445.32086842, -910169.16770792, 1299329.08591069, 1.62, 1.39, 1.45
04-1-092762, 736849.83122294, -908733.24430662, 1284451.23571068, 1.11, 0.90, 1.50
04-1-092764, 749958.28943200, -898500.42912076, 1284063.20054039, 1.32, 1.21, 1.56
04-1-092765, 748640.53458083, -905723.14309040, 1279750.63901253, 1.72, 1.53, 1.15
04-1-092766, 753548.60329576, -896009.76288078, 1283701.58810112, 1.50, 1.31, 1.36
04-1-092768, 769014.11058124, -891666.25012330, 1277539.57125327, 2.83, 2.53, 1.79
04-1-092770, 766526.18812258, -890728.57398694, 1279687.05956006, 1.75, 1.55, 1.86
04-1-092779, 762555.19170385, -879169.93395570, 1290011.07236870, 1.17, 0.96, 1.57
04-1-092784, 766141.63142548, -868741.96821871, 1294941.37058486, 1.32, 1.11, 1.55
04-1-092785, 763281.33799161, -866992.15327974, 1297800.04824514, 1.29, 0.95, 1.62
04-1-092807, 788052.90857008, -848758.62117666, 1295044.46883979, 1.74, 1.30, 1.57
04-1-092808, 787718.69324720, -852328.32733982, 1292901.55956400, 1.15, 1.01, 1.93
04-1-092814, 793355.84236610, -829735.45335747, 1304102.88889537, 1.10, 0.92, 1.70
04-1-092815, 803411.19064055, -829056.03509718, 1298366.40029788, 1.49, 1.02, 1.24
04-1-092816, 795925.90080308, -837764.00766854, 1297386.67631742, 1.11, 0.94, 1.92
04-1-092822, 791401.78757798, -840343.95503278, 1298485.27440947, 1.12, 0.89, 1.43
04-1-092830, 803800.66095141, -838576.36415342, 1291995.71939589, 1.25, 1.13, 1.32
04-1-092844, 825638.88486253, -816923.69303348, 1292097.08287090, 1.29, 1.11, 1.48
04-1-092846, 837045.42326056, -827198.53245526, 1278145.65183410, 1.34, 1.10, 1.77
04-1-092847, 835614.77746172, -817152.42277367, 1285522.70366677, 1.45, 1.18, 1.54
04-1-092852, 836341.06194723, -803480.57532754, 1293642.66827138, 1.19, 1.06, 1.39
04-1-092854, 842642.17317082, -803896.83771517, 1289287.71122101, 1.17, 0.87, 2.16
04-1-092857, 843406.32328365, -793092.28825668, 1295464.84172784, 2.38, 2.08, 1.92
04-1-092858, 844877.09370553, -793447.90129494, 1294288.17674518, 1.59, 1.28, 1.72
04-1-092869, 868679.41657017, -778901.64490088, 1287348.84891315, 1.16, 1.04, 2.24
04-1-092880, 869811.90457943, -768219.43844576, 1292990.68250548, 1.36, 1.18, 1.63
04-1-092881, 873556.76719096, -771255.55607645, 1288651.31114514, 1.09, 0.95, 1.91
04-1-092884, 874129.44977772, -780875.87949280, 1282454.41472890, 1.28, 0.93, 1.56
04-1-092885, 881726.22879677, -778879.16740376, 1278461.91184417, 5.05, 4.71, 1.65
04-1-092887, 870002.59653952, -764692.68977795, 1294951.47871055, 1.87, 1.45, 1.49
04-1-092888, 868218.70319633, -764522.56959366, 1296248.54252647, 1.17, 1.01, 1.79
04-1-092893, 869044.58951211, -761809.71374303, 1297291.87983525, 1.28, 1.12, 1.95
04-1-092896, 885255.07247475, -768564.49034777, 1282260.05195288, 1.27, 1.09, 2.04
04-1-092897, 885533.72368610, -766965.17055054, 1283025.02367530, 1.24, 0.96, 1.65
04-1-092898, 879656.27635279, -764565.72357000, 1288488.59126305, 1.24, 0.99, 1.83
04-1-092902, 883398.94845633, -771996.63260717, 1281478.15319241, 1.26, 1.10, 1.47
04-1-092908, 878876.77145027, -755153.00812692, 1294557.18874139, 1.31, 1.06, 1.73
04-1-092909, 882710.15328147, -752734.11138612, 1293357.22167140, 1.79, 1.18, 1.67
04-1-092911, 880135.41684821, -760114.70149938, 1290792.79846687, 1.48, 0.95, 1.55
04-1-092915, 889747.56379553, -756806.20185434, 1286138.56390155, 1.10, 0.92, 1.84
04-1-092918, 893567.37123142, -761669.45855781, 1280607.57024579, 1.22, 1.17, 1.78
04-1-092919, 895365.92835622, -762905.78829654, 1278613.84808801, 1.48, 1.26, 1.54
04-1-092926, 891703.48656039, -764822.41004761, 1280027.47358992, 1.10, 0.94, 1.41
04-1-092930, 883699.63388251, -773130.29570178, 1280587.07745471, 1.34, 1.00, 1.49
04-1-092933, 900530.97542396, -759769.20909439, 1276852.95598752, 2.45, 2.05, 1.53
04-1-094422, 877743.91537897, -740255.56953280, 1303896.49542855, 2.74, 2.04, 1.84
04-1-094423, 876114.97992748, -740191.10254851, 1305028.13519659, 1.34, 0.94, 1.81
04-1-094439, 864048.85426255, -725948.70897870, 1320975.70355391, 2.66, 2.10, 1.57
04-1-094445, 863065.89520864, -738379.27200617, 1314713.68411504, 1.52, 1.30, 1.02
04-1-094447, 852658.27268880, -730274.59952330, 1325983.27263447, 1.15, 0.99, 1.27
04-1-094450, 867424.40209739, -732848.81468308, 1314939.64936175, 1.19, 1.00, 1.56
04-1-094451, 869475.00557724, -736716.43552137, 1311419.40976529, 1.62, 1.37, 1.50
04-1-094452, 871083.83160875, -738419.21578522, 1309392.52329810, 2.43, 2.10, 1.98
04-1-094454, 874117.23887041, -750162.29781681, 1300666.88265819, 1.62, 1.52, 1.84
04-1-094464, 864953.07081500, -754413.74276851, 1304329.27208191, 1.11, 1.04, 2.93
04-1-094465, 861632.73610668, -751835.54081566, 1308010.36220503, 2.21, 1.90, 1.93
04-1-094466, 860130.42247271, -752430.58234189, 1308656.80569566, 1.31, 1.03, 1.31
04-1-094468, 859067.61253393, -751156.84246310, 1310085.87318394, 1.85, 1.54, 1.40
04-1-094470, 856968.84230226, -748319.38184679, 1313080.82998556, 1.19, 1.13, 1.93
04-1-094474, 852701.71932468, -742602.05200621, 1319090.87261527, 1.42, 1.04, 2.39
04-1-094475, 846238.56202165, -747978.01036472, 1320215.11586497, 1.74, 1.36, 2.06
04-1-094486, 863145.81876991, -758292.13012602, 1303277.06222774, 1.24, 1.09, 1.53
04-1-094496, 857234.81245887, -762347.09299238, 1304811.91982395, 1.45, 1.18, 1.71
04-1-094498, 844791.63112245, -759133.37203888, 1314763.24235291, 1.07, 0.99, 1.68
04-1-094502, 835560.47948543, -767664.65672534, 1315708.33391632, 1.38, 1.06, 1.27
04-1-094503, 840511.91602117, -766417.48159050, 1313279.37733709, 1.42, 1.23, 1.69
04-1-094513, 856092.09385749, -769450.07242627, 1301388.36358633, 1.97, 1.76, 1.52
04-1-094514, 855245.88706292, -770580.54989121, 1301275.85422589, 1.25, 0.98, 1.96
04-1-094524, 840268.47707174, -771936.00568466, 1310199.39305708, 1.27, 1.06, 1.69
04-1-094529, 851306.20561708, -770780.96834845, 1303738.16508902, 1.26, 1.09, 1.42
04-1-094531, 847446.04114986, -768956.34637862, 1307325.55421497, 1.14, 0.90, 1.47
04-1-094536, 845517.27301434, -781560.76121318, 1301084.96170168, 1.27, 1.07, 1.58
04-1-094540, 841857.03116965, -779104.31336499, 1304926.03927054, 1.25, 1.19, 1.67
04-1-094541, 838754.04557530, -778736.63120449, 1307141.79424091, 1.28, 1.02, 1.84
04-1-094554, 841207.93844377, -791495.47293509, 1297868.59143075, 2.00, 1.52, 1.68
04-1-094566, 831416.92992163, -798219.90845217, 1300057.54733792, 1.43, 1.27, 1.85
04-1-094569, 815718.44336369, -792310.25053362, 1313547.35280296, 1.16, 0.87, 1.48
04-1-094574, 807712.15730546, -793985.96254328, 1317477.18091251, 1.37, 1.12, 1.59
04-1-094576, 795284.46365678, -801583.25177747, 1320433.89548133, 1.23, 1.04, 1.56
04-1-094578, 804600.33843764, -802244.57906197, 1314374.63865966, 1.71, 1.49, 1.76
04-1-094580, 807379.60638661, -803471.66120512, 1311918.52675053, 1.19, 1.08, 1.71
04-1-094581, 809829.09054469, -801308.75410813, 1311731.63592910, 1.38, 1.11, 1.48
04-1-094587, 819288.78412934, -797224.47367624, 1308341.61699898, 1.15, 1.01, 1.61
04-1-094591, 814181.64883466, -806600.41397953, 1305780.52323847, 1.48, 1.38, 1.37
04-1-094592, 815453.92872568, -807494.31778037, 1304433.43137098, 1.82, 1.38, 1.28
04-1-094595, 819375.70214601, -800433.26886034, 1306326.45262747, 1.09, 0.97, 1.57
04-1-094599, 822098.78550490, -800937.07865271, 1304305.23379714, 1.65, 1.32, 1.79
04-1-094604, 806722.73113773, -809995.91497046, 1308305.70311256, 1.14, 0.94, 1.34
04-1-094606, 805819.58858113, -810672.25722528, 1308443.36599801, 1.15, 0.94, 1.71
04-1-094612, 810443.03907968, -812369.03212125, 1304529.56887059, 1.12, 0.89, 1.27
04-1-094616, 794775.45712574, -804320.61659579, 1319075.08447000, 1.19, 0.88, 1.41
04-1-094622, 799855.06848532, -822738.82706567, 1304565.61807253, 1.16, 0.91, 1.39
04-1-094625, 781371.51515333, -818287.40083794, 1318492.71705872, 1.05, 0.96, 1.81
04-1-094626, 780944.11716208, -819756.91305646, 1317832.93681942, 1.50, 1.37, 1.26
04-1-094628, 775385.27925992, -827812.51892387, 1316078.59272155, 1.32, 1.14, 1.82
04-1-094631, 771006.70157608, -844981.83352423, 1307712.93758945, 1.25, 1.22, 2.00
04-1-094634, 769863.19079204, -845208.79217014, 1308239.85763383, 1.14, 1.03, 1.92
04-1-094635, 769012.52694368, -847062.23309115, 1307541.22943574, 1.16, 1.00, 1.79
04-1-094637, 760131.79167919, -841874.61926900, 1316056.81667216, 2.16, 2.09, 1.42
04-1-094642, 753509.34137818, -869322.97217674, 1301944.70024714, 1.39, 1.16, 1.42
04-1-094653, 740119.12673215, -873243.63251494, 1306991.96497812, 1.14, 0.98, 1.94
04-1-094657, 721419.36404204, -877333.32637665, 1314685.93040850, 1.24, 1.19, 1.53
04-1-094664, 682194.93693228, -900715.68791033, 1319803.04499429, 2.68, 2.22, 1.67
04-1-094666, 665623.97266494, -904614.13962737, 1325585.43496825, 1.15, 1.03, 1.00
04-1-094672, 673081.10298556, -909019.51541282, 1318788.87976901, 1.11, 0.96, 1.67
04-1-094675, 676550.30428417, -915909.00757591, 1312230.59544209, 2.13, 1.98, 1.80
04-1-094681, 678585.91393321, -929891.56357565, 1301299.96442106, 1.15, 0.97, 1.99
04-1-094682, 675644.05757682, -927967.38046298, 1304201.06128534, 1.43, 1.27, 1.93
04-1-094684, 668948.37105588, -919209.37997614, 1313819.22372355, 1.34, 1.21, 1.47
04-1-094686, 663173.40967429, -919478.78415266, 1316555.56441577, 1.11, 1.08, 1.30
04-1-094689, 671414.00718373, -935508.00804954, 1300994.52644224, 1.31, 1.17, 0.97
04-1-094690, 671257.62697526, -936877.07066282, 1300089.73255457, 1.26, 0.92, 1.69
04-1-094691, 667897.51691672, -938019.01883023, 1300996.53620186, 1.37, 1.19, 1.79
04-1-094692, 669798.35068359, -935978.53202836, 1301488.80786720, 1.24, 1.11, 1.86
04-1-094696, 664775.29912520, -933979.02750763, 1305494.44190656, 3.00, 2.67, 1.94
04-1-094699, 647302.85678496, -925681.64084465, 1320102.75031953, 1.22, 0.84, 1.85
04-1-094711, 637762.81711943, -958167.73647744, 1301434.56918648, 1.57, 1.38, 1.30
04-1-094712, 634831.29927467, -946690.40717662, 1311230.43528626, 1.23, 1.12, 0.94
04-1-094713, 628565.16410666, -949550.34360012, 1312180.90957020, 1.16, 0.97, 1.71
04-1-094716, 633797.46990262, -925811.16263065, 1326549.36519284, 1.15, 1.14, 0.24
04-1-094722, 628508.85174617, -938926.21107511, 1319830.65331612, 2.02, 1.90, 1.45
04-1-094730, 627110.82771324, -957486.69274457, 1307099.84430489, 1.30, 1.18, 1.56
04-1-094735, 619258.27824514, -958951.48643138, 1309767.15163265, 1.19, 1.03, 0.09
